,Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11309,11035.0,9909.0,8901.0,7690.0,18287.0,10885.0,7183.0,-75.11088659500632,1.4472024813517164,7412.0,7697.0,caqueta_20160311,coca,bosque
11350,10307.0,9271.0,8523.0,7344.0,20295.0,11127.0,7400.0,-72.26185243843152,2.0235394152570048,5602.0,3453.0,guaviare_20160125,coca,bosque
11367,11990.0,10978.0,10126.0,9325.0,16163.0,11129.0,8453.0,-71.57970198219198,2.1272216795112358,10665.0,2678.0,guaviare_20160125,coca,bosque
11374,9857.0,8803.0,8259.0,6941.0,17888.0,10042.0,6809.0,-72.41817949058621,1.9165617872736835,4343.0,4244.0,guaviare_20160820,coca,bosque
11418,10887.0,10040.0,9641.0,9260.0,16211.0,14608.0,9925.0,-72.48657566756548,2.207747680781788,3932.0,2097.0,guaviare_20160125,coca,cana
11430,11048.0,9915.0,8790.0,7707.0,16484.0,10366.0,7107.0,-75.40976602862916,1.7895519979003685,5196.0,5174.0,caqueta_20160311,coca,bosque
11432,9399.0,8325.0,7559.0,6400.0,17637.0,10122.0,6574.0,-71.92922843068875,1.118256630376563,7981.0,10129.0,guaviare_20160820,coca,bosque
11454,9514.0,8512.0,7600.0,6686.0,16076.0,10660.0,7040.0,-71.95150055189605,1.1905100278958085,7815.0,9596.0,guaviare_20160820,coca,bosque
11562,9985.0,8932.0,8048.0,6934.0,17103.0,10259.0,6885.0,-72.114711369233,1.4122882733349529,6701.0,7961.0,guaviare_20160125,coca,bosque
11605,10164.0,9118.0,8123.0,7046.0,16350.0,9999.0,6972.0,-75.53637284150037,1.6885565080970133,4257.0,5918.0,caqueta_20160311,coca,bosque
11623,11610.0,10443.0,9435.0,8211.0,18695.0,11738.0,7541.0,-75.24416823166112,1.9035756175982992,6424.0,4334.0,caqueta_20160311,coca,bosque
11653,10666.0,9698.0,8940.0,7971.0,17933.0,11157.0,7647.0,-72.04178653334426,1.1183730764289994,7245.0,10129.0,guaviare_20160125,coca,bosque
11664,9909.0,8728.0,7253.0,6494.0,4945.0,4512.0,4862.0,-72.67341819596236,1.7992327186493169,2450.0,5112.0,guaviare_20160820,coca,bosque
11721,11860.0,10736.0,9781.0,8359.0,23339.0,13660.0,8477.0,-75.7462206356204,0.7998041957065506,4979.0,1827.0,putumayo_20160311,coca,bosque
