Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11326.0,10283.0,9658.0,8476.0,19254.0,14802.0,9310.0,-75.19175543320493,0.9006994925303631,6812.0,11724.0,caqueta_20160311,coca,coca
11033.0,9926.0,8986.0,7857.0,17108.0,11327.0,7582.0,-75.66729618286804,0.06540761160121476,5564.0,7239.0,putumayo_20160311,coca,coca
10474.0,9419.0,8496.0,7514.0,17394.0,10597.0,7191.0,-71.50004518484158,1.3729689995332985,11267.0,8245.0,guaviare_20160125,coca,coca
12103.0,11035.0,9841.0,8750.0,18246.0,11025.0,7812.0,-75.28490120710588,0.7223733879054359,8401.0,2398.0,putumayo_20160311,coca,coca
9684.0,8608.0,7871.0,6654.0,20880.0,11894.0,7347.0,-72.02762170738839,2.0007628597444964,7241.0,3618.0,guaviare_20160820,coca,coca
11677.0,10538.0,9410.0,8235.0,17071.0,11332.0,7615.0,-75.96465056365258,0.310052401918699,3358.0,5436.0,putumayo_20160311,coca,coca
9674.0,8571.0,7773.0,6600.0,19230.0,11956.0,7619.0,-72.36301377508663,1.866318557135118,4753.0,4614.0,guaviare_20160820,coca,coca
12063.0,10918.0,9766.0,8667.0,18390.0,11655.0,7875.0,-75.33112479533399,0.4453916753360188,8058.0,4439.0,putumayo_20160311,coca,coca
12816.0,11852.0,10592.0,9291.0,18626.0,12031.0,8293.0,-75.28086874454056,0.8947225366059647,8431.0,1128.0,putumayo_20160311,coca,coca
9894.0,8827.0,8023.0,6839.0,17935.0,11629.0,7335.0,-72.28886776762512,2.216073668695822,5299.0,2033.0,guaviare_20160820,coca,coca
11334.0,10253.0,9315.0,8248.0,17449.0,11804.0,7957.0,-75.23344690021905,1.3219348427655855,6503.0,8620.0,caqueta_20160311,coca,coca
10902.0,9775.0,8642.0,7579.0,15745.0,10262.0,7100.0,-75.2862325273163,1.802060588893261,6112.0,5082.0,caqueta_20160311,coca,coca
11364.0,10342.0,9685.0,8565.0,20370.0,14616.0,9185.0,-75.28025234524057,1.469986595275708,6156.0,7529.0,caqueta_20160311,coca,coca
11530.0,10461.0,9732.0,8723.0,15916.0,12550.0,8872.0,-75.20862569041263,1.1772721763627734,6687.0,9686.0,caqueta_20160311,coca,coca
11355.0,10444.0,9771.0,9349.0,16903.0,19117.0,13305.0,-75.44815820818293,0.7549294054127844,4910.0,12798.0,caqueta_20160311,coca,coca
11682.0,10492.0,9371.0,8176.0,17510.0,11138.0,7543.0,-76.18342192047443,0.48342973786923854,1735.0,4158.0,putumayo_20160311,coca,coca
10405.0,9398.0,8466.0,7311.0,18921.0,11581.0,7465.0,-75.3195328103966,1.7347447002628844,5865.0,5578.0,caqueta_20160311,coca,coca
