Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
10279.0,9460.0,9255.0,8767.0,17693.0,15260.0,10155.0,-76.41318572081074,3.1971243503073903,6846.0,5475.0,cauca_20190818,cana,bosque
10273.0,9548.0,9237.0,8700.0,19238.0,15325.0,10631.0,-76.3754277492775,3.12011733080217,7125.0,6043.0,cauca_20190818,cana,bosque
10541.0,9970.0,9106.0,8146.0,21438.0,12973.0,8457.0,-76.37127254656448,3.1421007943073245,7116.0,5881.0,cauca_20190903,cana,coca
10315.0,9487.0,9153.0,8185.0,22053.0,14268.0,9070.0,-76.35946384704614,3.1943482212685432,7204.0,5496.0,cauca_20190903,cana,bosque
9719.0,8752.0,8172.0,6830.0,18123.0,9529.0,6688.0,-76.36362278648653,3.1752136309969945,7213.0,5637.0,cauca_20190818,cana,bosque
11249.0,10229.0,9684.0,8787.0,16708.0,10407.0,7927.0,-76.4089541985726,3.060515956104851,6836.0,6482.0,cauca_20190903,cana,coca
10372.0,9525.0,9151.0,8656.0,15160.0,14997.0,10161.0,-76.48190730180715,3.1184797717993007,6336.0,6054.0,cauca_20190818,cana,bosque
13444.0,12801.0,10904.0,10578.0,14755.0,9704.0,8258.0,-76.54274994068325,3.1040123456187287,5845.0,6160.0,cauca_20190903,cana,bosque
10512.0,9639.0,8764.0,8446.0,13122.0,13368.0,10180.0,-76.46770949031607,3.195012577906021,6442.0,5490.0,cauca_20190818,cana,bosque
9963.0,9007.0,8330.0,7257.0,18936.0,11917.0,7750.0,-76.48190614535591,3.2126279068472323,6337.0,5360.0,cauca_20190818,cana,bosque
16237.0,15921.0,13690.0,13693.0,21686.0,15267.0,11575.0,-76.43136719566687,3.0688972649165103,6670.0,6420.0,cauca_20190903,cana,bosque
9919.0,8935.0,8236.0,7116.0,16935.0,10494.0,7176.0,-76.41625108914691,3.1686306607713455,6823.0,5685.0,cauca_20190818,cana,bosque
9440.0,8425.0,7406.0,6086.0,10536.0,6114.0,5415.0,-76.33205141632877,3.1842091313163374,7407.0,5571.0,cauca_20190903,cana,bosque
11561.0,10638.0,9461.0,8711.0,15433.0,9989.0,7753.0,-76.40827802476883,3.059431530201395,6841.0,6490.0,cauca_20190903,cana,coca
10234.0,9343.0,8778.0,8087.0,16988.0,13320.0,9097.0,-76.38603090614818,3.1777613389483723,7047.0,5618.0,cauca_20190818,cana,bosque
10464.0,9583.0,9169.0,8243.0,20425.0,12685.0,8657.0,-76.31903312489024,3.1359275789139165,7503.0,5927.0,cauca_20190903,cana,bosque
10246.0,9380.0,8966.0,8607.0,17178.0,13757.0,9282.0,-76.43422905691146,3.1886839291508204,6690.0,5537.0,cauca_20190818,cana,bosque
10338.0,9467.0,9146.0,7994.0,21140.0,12668.0,8527.0,-76.45909560233956,3.115391577714662,6505.0,6077.0,cauca_20190818,cana,bosque
9756.0,8786.0,8211.0,6931.0,21932.0,11001.0,7226.0,-76.44936960719474,3.2060273621495625,6538.0,5409.0,cauca_20190903,cana,bosque
11170.0,10404.0,9311.0,8938.0,15371.0,13105.0,9470.0,-76.35611975853577,3.1134948036161374,7228.0,6092.0,cauca_20190903,cana,coca
10366.0,9597.0,9309.0,8552.0,20182.0,15402.0,10330.0,-76.45721612703473,3.1225842641049333,6479.0,6024.0,cauca_20190903,cana,bosque
9979.0,9007.0,8747.0,7208.0,20318.0,11954.0,7916.0,-76.406692087593,3.1860088159146938,6894.0,5557.0,cauca_20190818,cana,bosque
10645.0,9761.0,8935.0,7781.0,19135.0,11296.0,7837.0,-76.37042284951943,3.214140921394538,7123.0,5350.0,cauca_20190903,cana,bosque
9943.0,8932.0,8545.0,6977.0,24887.0,10632.0,6918.0,-76.56623227927903,3.1049272429169394,5671.0,6153.0,cauca_20190903,cana,bosque
10712.0,9920.0,9545.0,8577.0,20759.0,14250.0,10313.0,-76.37164778751685,3.1193082892156796,7113.0,6049.0,cauca_20190903,cana,bosque
9157.0,8099.0,6616.0,6034.0,4390.0,5190.0,5394.0,-76.34812428243427,3.1928708843098677,7288.0,5507.0,cauca_20190903,cana,bosque
